@relation churn-4000-v8_0.25

@attribute CreditScore[g][mv1.5][i] numeric
@attribute Geography[mv2] {France,Spain,Germany}
@attribute Gender[mv1.5] {Female,Male}
@attribute Age[c][mv2][i] numeric
@attribute Tenure[c][mv1.5][i] numeric
@attribute Balance[g][mv2] numeric
@attribute NumOfProducts[m][mv1.5][i] numeric
@attribute HasCrCard[mv2] {0,1}
@attribute IsActiveMember[g][mv1.5] {0,1}
@attribute EstimatedSalary[g][mv2] numeric
@attribute Exited[c][mv2] {0,1}

@data
?,Spain,Female,31,?,185078.26,1,0,?,115337.74,1
643,Germany,Female,45,2,150842.93,1,?,?,2319.96,1
?,Germany,Female,49,9,132934.89,1,1,0,?,1
?,France,Female,40,9,137285.26,4,1,0,77063.63,1
674,France,Male,18,7,?,2,1,1,55753.12,1
?,Spain,Female,40,3,54428.37,1,1,0,?,1
685,?,Female,33,1,0,3,?,1,70221.13,1
516,?,Female,?,4,0,?,1,0,95273.73,1
491,Germany,Female,68,1,95039.12,1,0,?,?,1
794,France,Female,62,9,123681.32,3,?,0,173586.63,1
600,?,?,58,8,118723.11,1,0,?,6209.51,1
649,?,Female,50,5,?,?,?,1,87351.42,1
588,Germany,?,?,6,132623.76,3,1,0,36292.94,1
850,Germany,?,35,?,80931.75,1,0,?,?,1
?,Spain,Male,71,?,0,?,1,?,198446.91,1
723,Germany,?,47,?,90450,2,0,?,103379.31,1
?,Germany,Male,?,4,?,1,1,?,196549.85,1
663,Germany,Male,49,7,?,3,1,?,?,1
645,France,Female,?,9,0,4,1,1,176353.87,1
?,France,Female,36,4,?,?,?,0,138871.12,1
?,France,Male,47,6,?,1,1,0,?,1
743,France,Female,40,6,0,1,?,?,28280.8,1
645,Germany,Male,?,9,152076.93,1,1,0,?,1
?,?,Male,61,5,?,1,0,?,31641.52,1
435,France,Male,?,3,0,1,1,?,?,1
?,Germany,Female,30,6,?,?,0,0,71926.28,1
?,France,Male,47,1,0,?,1,0,?,1
?,France,Female,?,9,170228.59,2,0,?,148477.57,1
850,Germany,Male,?,8,?,1,1,0,119174.88,1
834,France,?,?,?,142882.49,1,?,0,?,1
529,?,Male,?,8,103101.56,2,?,1,154002.02,1
531,France,Female,?,6,0,1,0,?,194998.34,1
615,Germany,Male,?,8,?,2,?,?,?,1
663,Spain,Female,22,9,0,?,1,0,29135.89,1
618,?,?,42,2,0,4,0,?,111097.39,1
?,?,?,30,5,136650.89,1,1,?,41865.72,1
?,Germany,Female,47,0,126597.89,2,1,1,38798.79,1
691,France,Female,31,5,?,1,?,0,126213.84,1
?,Germany,?,53,4,124954.94,1,0,1,131259.6,1
646,France,Female,46,?,?,3,1,0,93251.42,1
584,Spain,?,50,1,0,?,?,?,152567.75,1
614,Germany,Female,35,6,128100.28,?,0,0,69454.24,1
613,Germany,?,?,10,120481.69,1,?,0,94875.03,1
534,France,Female,42,?,144801.97,?,?,?,?,1
351,Germany,Female,?,4,163146.46,?,1,0,169621.69,1
520,Germany,Female,45,?,123086.39,1,1,?,?,1
717,Spain,?,49,1,110864.38,2,?,?,124532.9,1
524,?,?,32,6,0,1,?,?,132861.9,1
?,?,?,46,?,127655.22,1,?,0,139994.68,1
548,France,Female,28,8,?,2,?,1,158585.17,1
484,Germany,Male,54,?,134388.11,1,0,0,?,1
850,Spain,Male,54,?,108185.81,2,?,?,24093.4,1
?,Germany,Female,45,9,152367.21,3,1,0,150835.21,1
?,Germany,Female,31,7,117052.82,1,1,0,118508.09,1
?,?,Male,54,?,92877.33,?,1,0,2619.64,1
707,Spain,?,35,?,?,1,1,0,17987.4,1
556,France,?,?,9,?,1,1,0,175149.2,1
822,?,Male,38,?,128289.7,3,1,?,?,1
712,France,Male,33,3,153819.58,1,1,0,79176.09,1
782,Germany,Female,72,5,148666.99,1,1,?,2605.65,1
637,Germany,?,39,3,109698.41,1,?,1,88391.29,1
783,?,?,38,1,0,3,1,1,80178.54,1
483,?,Male,41,?,118334.44,1,0,?,163147.99,1
676,France,?,?,1,0,1,?,0,79342.31,1
?,Germany,?,29,4,?,1,1,0,18922.18,1
722,France,Female,49,3,168197.66,?,1,?,?,1
752,France,?,41,8,?,2,?,0,139844.04,1
652,Germany,Male,?,8,125437.64,?,1,?,17160.94,1
546,?,Female,?,?,106458.31,4,1,?,128881.87,1
?,Spain,Male,46,?,?,1,1,0,5549.11,1
654,?,Female,?,?,0,1,1,?,?,1
813,?,Female,?,?,106059.4,1,0,0,?,1
675,France,Male,49,8,135133.39,?,?,1,179521.24,1
625,Germany,Male,56,?,148507.24,?,1,?,46824.08,1
630,?,Male,?,?,?,1,0,0,58854.88,1
545,Germany,?,?,5,114421.55,?,1,0,180598.28,1
638,Germany,Female,?,1,?,1,1,0,16657.68,1
?,Germany,?,64,1,169362.43,?,1,0,?,1
522,?,Male,34,?,126436.29,1,1,0,174248.52,1
623,France,Male,45,?,0,?,1,?,196533.72,1
534,?,?,52,1,?,?,1,?,?,1
713,France,Female,32,1,?,1,0,0,149558.83,1
710,?,?,43,9,128284.45,1,?,0,32996.89,1
630,France,Male,50,1,81947.76,1,?,1,63606.22,1
695,France,?,?,?,0,1,0,1,72172.13,1
?,Spain,?,52,0,136298.65,1,1,0,144593.3,1
?,Spain,Female,40,6,61671.19,1,0,1,150659.35,1
678,?,?,26,5,111128.04,1,1,0,60941.27,1
?,?,Female,44,5,0,2,1,0,82969.61,1
720,Germany,?,46,3,97042.6,1,1,1,133516.51,1
720,France,Female,38,10,0,?,1,?,56229.72,1
720,Spain,?,?,3,45752.78,2,1,0,?,1
791,France,Female,33,3,?,1,?,?,144413.92,1
?,Spain,?,?,4,?,?,1,0,37141.62,1
683,Spain,Male,56,7,50911.21,3,?,0,97629.31,1
512,?,Male,41,7,122403.24,?,0,1,?,1
697,?,Female,45,1,0,2,1,0,?,1
586,Germany,Male,46,8,?,?,1,?,?,1
578,Germany,?,31,5,?,4,?,0,187866.21,1
?,Spain,?,65,1,0,1,1,1,177655.68,1
615,?,?,61,1,?,1,1,0,62845.64,1
656,France,Female,48,9,?,2,1,1,?,1
606,France,Male,?,3,93578.68,2,?,1,137720.56,1
704,France,Male,50,4,165438.26,1,?,0,120770.75,1
595,?,?,45,?,106000.12,?,0,0,191448.96,1
829,?,?,22,7,?,1,1,0,152107.93,1
728,France,Male,?,3,122689.51,2,0,0,?,1
606,?,Male,?,7,0,?,1,0,106837.06,1
754,Germany,?,65,1,136186.44,1,?,?,?,1
581,?,Female,?,?,?,1,1,0,?,1
749,Spain,?,34,2,?,1,?,0,174189.04,1
556,Spain,?,46,3,131764.96,1,1,?,108500.66,1
666,Germany,?,44,?,?,1,?,0,68574.88,1
625,France,Male,43,8,?,1,1,?,133020.9,1
616,Spain,Female,?,6,0,1,?,1,12916.32,1
?,France,?,44,?,86102.27,?,1,0,180134.88,1
705,Germany,?,37,3,109974.22,1,1,1,36320.87,1
?,Germany,Male,47,?,118079.47,4,1,1,143007.49,1
648,France,Female,39,?,130694.89,2,?,1,153955.38,1
706,France,Female,23,?,?,1,0,0,?,1
?,France,Male,37,1,?,1,1,1,178291.89,1
?,France,Male,47,?,?,1,0,1,?,1
?,Spain,Male,?,3,128808.65,3,?,0,113677.53,1
?,France,?,48,5,0,1,1,0,100478.6,1
675,France,?,?,5,62055.17,?,1,?,?,1
?,Spain,?,50,7,0,1,?,0,?,1
653,France,Male,51,3,0,1,1,0,?,1
?,Germany,?,41,?,?,3,1,1,187929.43,1
774,France,?,52,2,56580.93,1,1,?,113266.28,1
749,Germany,?,29,?,137059.05,?,1,0,?,1
632,Spain,Male,?,?,138207.08,1,1,0,?,1
850,Spain,Female,55,7,0,1,?,?,171762.87,1
841,?,Female,52,5,0,1,0,0,?,1
?,Germany,?,?,7,?,1,0,0,143619.52,1
599,France,?,58,4,?,?,?,0,176407.15,1
?,?,Female,47,1,91219.29,1,0,?,158845.49,1
616,Germany,Female,43,7,?,1,0,?,115262.54,1
754,Germany,?,55,3,161608.81,?,1,0,?,1
697,Spain,Male,62,7,?,1,1,?,129188.18,1
?,Spain,Male,68,9,0,2,?,0,110440.5,1
641,Germany,Male,?,2,?,?,0,1,192464.21,1
579,Germany,?,42,0,?,1,1,1,?,1
778,?,Female,?,?,151958.19,3,1,1,131238.37,1
566,France,Male,30,5,0,1,?,0,54926.51,1
589,Spain,Female,45,1,0,1,0,?,125939.22,1
?,?,Female,52,0,0,2,1,0,32159.46,1
850,?,Male,?,?,0,1,1,0,944.41,1
?,France,Female,48,4,0,1,?,0,114020.06,1
608,France,?,?,10,129255.2,2,1,?,142492.04,1
479,?,Male,47,?,?,1,0,1,5811.9,1
672,France,Female,45,9,0,1,1,1,92027.69,1
618,?,Female,49,?,44301.43,?,?,1,89729.3,1
622,Germany,Male,42,9,115766.26,?,0,0,72155.85,1
581,Germany,?,39,1,121523.51,1,0,0,?,1
850,Spain,Female,45,5,174088.3,4,?,0,?,1
744,Germany,Female,50,1,121498.11,?,0,?,106061.47,1
?,France,?,61,?,0,?,?,0,?,1
?,?,Male,44,?,?,1,0,?,146891.07,1
?,Germany,Female,55,4,125292.53,?,1,1,?,1
634,?,?,63,10,0,2,?,?,30772.86,1
?,Spain,Female,46,4,89743.05,1,1,0,?,1
621,France,?,50,5,0,2,?,0,191756.54,1
705,Spain,Female,47,?,?,1,0,1,28640.92,1
723,Spain,?,?,1,0,3,?,0,164647.72,1
624,France,Female,45,3,68639.57,1,1,0,168002.31,1
594,France,Male,?,6,0,1,1,0,19376.56,1
654,France,Male,32,9,121455.65,1,?,0,?,1
710,France,Male,54,6,?,?,?,?,167023.95,1
531,France,Female,?,1,114715.71,1,0,1,24506.95,1
?,Germany,Female,53,1,156674.2,1,1,0,118502.34,1
?,Spain,Male,51,3,88827.53,?,0,0,?,1
809,?,Female,42,?,64497.94,3,?,1,182436.81,1
568,Spain,Female,?,?,0,1,?,0,125870.79,1
?,Germany,?,54,1,123544,1,?,1,120314.75,1
626,France,Male,?,4,?,?,1,0,130442.08,1
?,Spain,Female,?,6,?,3,?,0,100615.14,1
697,France,Female,42,?,0,1,1,?,?,1
663,Germany,Female,36,?,77253.5,1,0,0,35817.97,1
674,?,?,?,6,?,1,?,1,?,1
702,Spain,Male,?,9,0,1,0,0,59207.41,1
640,France,Female,47,6,?,2,0,1,13783.77,1
689,Germany,Female,?,?,?,?,1,?,119259.34,1
?,France,?,51,8,186825.57,1,1,0,93739.71,1
667,France,Female,?,6,144432.04,1,1,1,?,1
497,?,?,41,5,80542.81,?,?,0,?,1
?,Spain,Male,44,0,?,?,1,0,?,1
629,France,Male,46,1,?,1,1,1,161125.67,1
571,France,?,42,?,?,3,1,0,?,1
524,France,Male,?,4,?,?,?,1,31840.59,1
?,?,Female,41,?,137891.35,?,1,0,?,1
685,France,Female,40,7,0,1,?,?,72852.74,1
764,Germany,Female,39,9,?,1,?,?,50072.94,1
731,Germany,?,49,4,88826.07,1,1,1,33759.41,1
766,Germany,Male,47,9,129289.98,1,?,0,?,1
775,Germany,Female,38,4,125212.65,2,?,1,15795.88,1
478,France,Female,?,2,0,1,0,1,?,1
655,France,?,?,10,0,?,?,?,?,1
672,Spain,?,56,2,?,?,?,1,150694.42,1
?,France,?,58,8,0,?,?,1,107665.68,1
705,?,Female,?,?,156848.13,2,1,1,99475.95,1
?,France,Female,?,9,?,?,1,0,149892.79,1
?,France,Female,31,3,0,1,1,1,?,1
?,France,Female,?,10,?,3,1,0,154971.63,1
614,?,?,37,8,?,4,0,1,131766.67,1
?,France,Male,?,7,154575.76,1,1,0,?,1
682,?,Female,42,0,0,?,0,?,91981.85,1
850,?,?,?,?,99816.46,1,1,1,?,1
?,France,Female,52,6,191665.21,1,1,1,?,1
691,France,Male,41,2,?,1,?,1,56850.92,1
565,France,Male,?,4,118803.35,2,1,1,128124.7,1
762,Germany,Female,?,?,98592.88,?,0,1,191790.29,1
601,?,?,42,1,98495.72,1,1,0,40014.76,1
?,Germany,?,42,1,116646.76,1,1,0,44731.8,1
?,Spain,Male,52,4,0,1,?,1,?,1
?,?,Female,29,2,27755.97,?,?,?,97468.44,1
515,Germany,?,?,9,?,1,1,?,18424.24,1
558,?,Male,33,0,108477.49,1,?,1,109096.71,1
688,?,Female,51,5,0,1,1,0,91624.11,1
?,France,Female,?,2,0,1,1,0,179673.11,1
742,?,Female,43,?,97067.69,?,0,1,60920.03,1
746,Spain,Male,30,1,112666.67,?,?,?,11710.4,1
480,France,Female,40,?,0,?,1,?,170332.67,1
?,Spain,Female,51,?,?,3,0,1,191932.27,1
485,France,?,29,7,182123.79,1,1,0,?,1
604,France,Female,?,8,62094.71,?,?,0,9308.1,1
?,?,Male,37,5,0,1,0,?,?,1
408,France,?,84,?,87873.39,?,?,0,188484.52,1
551,France,Male,52,1,0,1,0,0,63584.55,1
?,Germany,Male,37,2,90432.92,1,1,?,188366.04,1
729,Spain,Female,?,?,?,?,1,1,31165.06,1
616,?,Female,41,1,103560.57,1,1,0,236.45,1
586,?,Male,58,?,151933.63,1,1,0,162960.05,1
788,Germany,Female,?,8,93716.72,1,1,1,180150.49,1
580,Germany,Female,36,6,?,2,?,1,169963.2,1
587,Germany,Female,45,?,134980.74,1,1,?,123309.57,1
691,France,?,58,3,0,1,0,?,194930.3,1
698,Germany,Male,52,?,107304.39,?,?,0,?,1
644,Germany,?,32,8,?,?,?,1,167087.34,1
611,France,Female,46,?,0,1,1,0,77677.14,1
575,?,Male,49,7,?,4,?,1,168080.53,1
642,?,Male,49,?,120688.61,1,1,0,24770.22,1
606,Germany,?,41,4,?,1,1,?,?,1
745,Spain,?,54,8,?,?,1,0,?,1
?,Germany,Male,43,?,108508.82,3,1,0,?,1
?,Germany,Male,50,2,?,1,1,1,12944.17,1
753,?,?,?,?,?,?,1,?,90747.94,1
616,?,?,31,3,?,?,1,?,59346.4,1
833,Spain,Male,?,?,0,1,1,1,44323.22,1
714,Germany,Female,49,?,?,1,?,0,?,1
835,France,?,23,9,?,1,1,?,?,1
731,?,Male,43,?,0,1,1,?,?,1
705,Germany,Female,?,?,106731.58,1,1,0,137419.87,1
?,France,?,?,?,?,1,0,?,181297.65,1
?,Germany,?,?,1,121874.89,1,0,?,6865.41,1
775,France,?,30,?,0,1,1,0,193880.6,1
445,Germany,Female,48,?,168286.58,1,?,?,16645.77,1
421,Germany,?,?,8,122384.22,3,1,1,?,1
?,France,Male,52,?,59669.43,?,0,?,172495.81,1
?,?,Male,42,1,159024.71,1,1,?,100982.93,1
?,?,Male,?,2,?,1,1,1,?,1
511,?,Female,46,1,0,1,?,1,115779.48,1
754,France,Male,61,5,146622.35,1,?,1,?,1
677,?,Female,?,3,86616.35,1,?,?,?,1
532,France,Male,44,3,148595.55,?,1,0,74838.64,1
617,Germany,Female,51,10,167273.71,1,0,0,93439.75,1
799,France,Female,?,1,110314.21,2,?,0,?,1
?,Spain,?,52,?,111284.53,1,0,?,32936.44,1
376,France,?,?,6,0,1,1,0,157333.69,1
720,Germany,Female,?,7,106230.92,?,1,?,?,1
786,France,Female,33,0,83036.05,?,?,1,154990.58,1
660,?,Female,?,1,0,1,0,?,?,1
581,Germany,Male,?,0,?,1,0,1,?,1
653,?,Male,46,0,119556.1,1,1,0,?,1
679,France,Male,47,10,198546.1,2,1,?,191198.92,1
650,Germany,Female,28,5,122034.4,3,0,1,146663.43,1
?,Germany,Male,54,?,128966.13,1,0,0,18633.4,1
495,?,?,45,?,89158.94,3,1,0,135169.76,1
686,France,Female,41,10,0,1,1,1,144272.71,1
430,Germany,Female,66,6,135392.31,?,1,?,?,1
563,Spain,Female,?,6,99056.22,2,1,?,154347.95,1
?,Germany,Male,49,2,116933.11,1,1,0,?,1
?,Germany,?,36,5,119984.07,1,1,?,191535.11,1
663,Germany,?,32,8,130627.66,?,1,0,47161.25,1
680,Germany,?,34,6,146422.22,1,?,0,?,1
469,Germany,Female,?,8,139493.25,?,0,0,150093.32,1
445,Spain,Male,62,1,?,1,?,1,76569.64,1
533,?,Female,52,7,?,1,0,1,194113.99,1
610,?,Female,?,7,72092.95,4,0,1,113228.82,1
542,?,Male,38,8,65942.26,?,1,1,68093.23,1
702,France,Male,26,5,56738.47,?,?,1,?,1
850,Spain,Male,51,3,?,2,1,1,12457.76,1
564,Germany,?,33,2,115761.51,?,0,1,112350.21,1
839,France,?,51,3,0,1,1,1,69101.23,1
704,Spain,Female,?,2,0,1,1,0,35600.25,1
610,Germany,Female,69,5,?,3,0,0,192743.06,1
?,?,Male,?,5,?,1,0,0,?,1
643,France,Female,?,2,105229.53,1,1,0,34967.75,1
762,Spain,Female,60,10,168920.75,?,?,?,?,1
?,?,?,?,8,102870.93,1,?,1,103764.55,1
?,France,Male,39,?,0,2,1,0,?,1
358,Spain,Female,?,8,143542.36,?,1,0,141959.11,1
720,Germany,Female,57,1,162082.31,4,?,0,27145.73,1
749,Spain,Male,42,9,222267.63,?,0,0,101108.85,1
?,France,Male,33,5,?,?,1,0,181945.52,1
647,Germany,Male,?,7,?,1,1,1,190806.36,1
667,Germany,Male,55,9,154393.43,1,?,?,?,1
530,France,Female,55,?,120905.03,1,0,?,?,1
629,France,Male,?,?,?,1,1,?,116848.79,1
771,France,Female,41,?,108309,4,1,1,137510.41,1
524,France,?,52,2,?,1,1,0,173899.42,1
?,France,Female,34,10,142388.61,?,0,1,?,1
824,?,Male,26,7,146266,1,?,0,21903.62,1
?,?,Female,56,?,128882.49,1,1,?,196241.94,1
614,France,Male,40,6,0,1,1,?,?,1
?,France,Female,45,?,0,?,1,0,161653.5,1
?,France,Female,?,10,0,?,?,0,132741.13,1
?,France,Female,?,3,?,1,1,?,67110.59,1
823,Spain,Female,46,?,81576.75,?,1,1,?,1
?,France,?,40,4,?,1,?,1,?,1
722,?,Female,48,?,138311.76,?,1,1,?,1
766,Germany,Female,34,6,106434.94,?,0,?,137995.66,1
634,Germany,Female,59,3,95727.05,1,0,0,97939.4,1
655,Germany,Female,46,7,137145.12,1,1,0,115146.4,1
820,?,?,?,?,104614.29,1,1,0,?,1
763,Germany,Male,?,7,143966.3,2,?,?,140262.96,1
789,Germany,?,43,8,119654.44,2,?,1,148412.24,1
683,France,Female,30,?,0,?,?,1,100496.84,1
748,?,Female,39,9,132865.56,1,1,1,59636.43,1
554,France,Female,43,10,?,2,?,0,149629.13,1
?,?,Female,?,7,164769.02,?,1,0,119814.25,1
603,Germany,Male,35,1,123407.69,?,1,0,152541.89,1
622,Spain,Female,?,0,108960,2,1,?,111180.3,1
539,Germany,Female,?,?,105435.74,1,0,0,80575.44,1
476,France,Male,37,4,0,1,?,?,55775.84,1
850,Germany,?,45,5,127258.79,1,1,1,192744.23,1
?,?,?,?,9,121152.05,2,1,?,64166.7,1
586,?,?,60,?,?,2,0,?,63241.21,1
657,Spain,Male,?,?,41473.33,1,1,0,112979.6,1
513,France,Male,44,?,63562.02,2,0,1,52629.73,1
749,France,Male,40,1,?,1,1,0,182855.42,1
627,Germany,?,?,?,137852.96,1,?,?,172269.21,1
753,Germany,Female,?,9,?,3,1,0,92320.37,1
707,?,Male,40,1,0,?,1,0,14090.4,1
605,Germany,Female,56,?,74129.18,2,?,?,62199.78,1
691,Spain,?,36,7,129934.64,1,0,0,75664.56,1
?,Spain,Female,?,5,90778.76,2,1,0,162223.67,1
628,?,Female,46,1,46870.43,?,1,0,31272.14,1
731,France,?,38,10,?,2,1,0,?,1
700,?,Male,47,4,?,1,?,?,121798.52,1
735,Spain,Male,50,9,?,1,0,?,?,1
659,?,Male,67,?,117411.6,1,1,1,?,1
586,France,Female,?,5,0,3,?,?,170487.4,1
850,?,?,40,6,?,1,1,0,136985.08,1
564,?,Female,62,5,114931.35,3,0,1,18260.98,1
620,Germany,Male,39,?,159492.79,1,1,?,80582.34,1
667,Germany,Female,?,8,?,1,?,?,130846.79,1
575,Germany,Male,47,?,107915.94,2,1,1,63452.18,1
657,Germany,Female,48,5,?,1,0,0,?,1
535,France,?,?,2,?,1,0,0,195896.59,1
668,?,Male,?,8,?,1,1,1,32900.41,1
620,Germany,Female,?,8,141825.88,1,?,1,73857.94,1
710,Germany,Female,24,2,110407.44,2,0,0,15832.43,1
666,France,?,47,?,?,?,1,0,35046.97,1
418,France,Female,46,9,0,?,?,1,81014.5,1
521,Germany,Male,?,5,116497.31,3,?,0,53793.1,1
678,?,Male,43,?,133237.21,1,?,0,111032.79,1
?,France,Male,?,6,188455.19,1,0,0,?,1
539,Germany,Female,43,3,116220.5,?,1,?,55803.96,1
?,France,Male,?,1,43772.66,3,?,0,?,1
769,Germany,Female,45,5,?,?,1,?,124118.71,1
?,?,Male,22,5,?,?,?,0,?,1
692,Spain,Female,?,3,?,2,?,?,?,1
833,?,?,59,1,130854.59,1,1,?,30722.52,1
459,Germany,?,48,4,?,1,1,1,19287.06,1
602,?,Male,33,?,164704.38,1,0,1,180716.1,1
710,?,Male,?,3,?,2,1,0,119348.76,1
777,France,Female,30,4,?,1,1,0,5008.23,1
740,?,Female,60,?,108028.08,2,0,0,25980.42,1
?,Germany,?,54,?,126418.14,1,?,0,134420.75,1
632,Germany,Male,48,6,126066.26,1,?,?,?,1
722,France,Male,46,6,?,1,1,1,93917.68,1
511,France,Male,45,5,68375.27,?,1,0,193160.25,1
703,France,?,37,1,149762.08,1,1,?,20629.4,1
?,?,Male,?,4,?,2,0,?,197297.77,1
592,?,Male,54,8,0,1,1,1,?,1
669,France,?,50,?,149713.61,?,1,1,124872.42,1
721,Germany,Male,40,6,100275.88,1,1,0,?,1
625,?,Female,49,?,128504.76,1,?,0,?,1
648,?,?,43,7,?,1,?,1,144532.85,1
?,France,Male,41,6,?,3,0,0,56118.81,1
?,?,Female,56,1,128472.8,?,1,0,186476.91,1
567,France,Male,59,3,0,2,1,0,25843.7,1
529,France,?,43,0,123815.86,1,1,?,78463.99,1
466,France,Female,41,3,33563.95,?,?,0,178994.13,1
525,France,Male,51,10,0,3,1,0,171045.35,1
763,?,Female,?,?,0,?,1,0,77203.72,1
?,France,Male,?,4,91592.06,1,1,?,141210.18,1
625,France,Male,49,?,173434.9,1,1,0,165580.93,1
577,Germany,?,?,3,127940.47,?,0,?,125140.72,1
678,France,?,49,3,?,1,?,1,738.88,1
612,Spain,Female,52,5,144772.69,1,?,0,98302.57,1
705,Germany,Female,54,?,125889.3,?,1,0,96013.5,1
646,Germany,Male,32,?,?,1,?,0,78111.84,1
665,France,Male,52,3,?,1,1,0,?,1
?,France,Female,39,2,0,?,0,?,?,1
727,Germany,Male,40,1,93051.64,2,1,0,71865.31,1
?,France,Female,65,9,106804.26,?,1,0,107890.69,1
668,Germany,Female,39,0,122104.79,?,1,0,?,1
?,France,Female,40,9,77641.99,?,0,0,189051.59,1
659,France,Female,49,1,0,1,?,0,?,1
?,Germany,Male,45,10,103583.05,?,?,0,132127.69,1
630,?,Female,40,?,118633.08,1,?,1,60032.46,1
591,?,Female,51,8,132508.3,1,1,1,161304.68,1
?,?,Female,42,2,0,?,1,?,101348.88,1
546,Germany,Female,74,?,114888.74,2,1,1,?,1
437,France,Female,43,6,0,?,?,0,?,1
573,?,Male,46,3,65269.23,?,?,1,?,1
?,Germany,Female,39,8,125997.22,?,1,1,?,1
?,Germany,Male,?,?,119276.31,?,?,0,122284.38,1
818,?,?,49,?,0,1,0,1,?,1
?,Germany,Female,?,6,?,1,?,0,9854.72,1
?,France,Male,56,9,?,1,0,0,39488.04,1
?,Germany,Male,41,?,149049.92,?,0,?,50422.36,1
?,?,Female,?,10,0,2,?,1,43174.49,1
595,Spain,Male,?,8,0,1,1,?,?,1
480,?,Male,44,10,?,1,?,0,5472.7,1
608,Spain,Male,45,?,0,?,0,0,36697.48,1
621,Germany,?,?,8,174126.75,3,1,0,172490.78,1
569,Spain,Male,?,0,?,1,1,?,?,1
?,Germany,Female,37,?,96340.81,2,1,1,139377.24,1
544,France,Female,64,3,124043.8,1,?,1,111402.97,1
584,Germany,?,46,6,87361.02,2,?,0,120376.87,1
726,Spain,Female,56,8,123110.9,?,0,1,130113.78,1
756,Spain,Male,38,6,119208.85,1,?,0,169763.89,1
350,?,Male,?,?,109733.2,2,0,0,?,1
?,Spain,Female,?,4,122857.46,?,?,?,?,1
611,France,?,?,3,?,4,?,1,66238.23,1
?,Germany,Female,42,2,?,1,0,0,?,1
706,Germany,Female,46,7,?,1,1,1,149170.25,1
?,France,Female,57,3,0,3,1,0,6554.97,1
803,France,Male,42,5,0,1,1,?,?,1
660,France,?,?,?,?,3,1,1,191849.15,1
638,?,?,41,9,144326.09,1,1,0,73979.85,1
686,?,?,47,5,170935.94,1,1,0,173179.79,1
834,France,Female,49,2,131394.56,1,?,0,194365.76,1
593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1
651,?,Male,56,2,0,1,1,0,?,1
559,France,Female,46,?,0,1,1,0,21006.1,1
825,Germany,Female,?,6,118336.95,?,1,0,26342.33,1
608,?,?,28,4,0,2,1,?,10899.63,1
?,France,Male,52,?,0,1,1,0,129013.59,1
669,?,Female,35,?,0,1,1,1,49108.23,1
786,Germany,Female,33,0,122325.58,1,0,0,34712.34,1
679,France,Male,?,?,147726.98,3,1,0,?,1
?,Germany,Female,66,0,?,1,0,?,118929.64,1
?,France,Female,58,10,53772.73,1,1,1,?,1
721,Spain,Female,?,10,0,1,1,0,136119.96,1
555,Germany,Female,46,?,120392.99,?,1,0,177719.88,1
535,Spain,Male,58,?,0,?,1,?,11779.98,1
477,France,?,?,5,82559.42,2,?,0,163112.9,1
732,Germany,Female,?,?,94867.18,?,?,1,157527.6,1
628,Germany,Female,61,1,97361.66,1,?,?,149922.38,1
760,France,Female,51,2,100946.71,1,0,0,179614.8,1
?,France,?,52,?,171236.3,?,0,0,21834.4,1
592,France,Male,?,9,0,4,?,?,13614.01,1
651,?,?,38,2,0,3,1,0,67029.82,1
690,?,Female,54,1,?,1,1,1,108731.02,1
?,?,Female,59,9,101609.77,1,?,0,?,1
588,?,Female,35,?,?,1,?,0,?,1
672,France,Female,40,?,0,1,1,?,113171.61,1
731,?,Female,47,?,115414.19,3,0,0,?,1
673,?,Male,43,8,127132.96,1,?,?,?,1
808,?,?,?,2,?,1,1,0,35140.49,1
569,France,?,41,4,?,1,?,0,163150.03,1
765,Germany,Male,43,?,?,?,0,1,173878.87,1
706,Spain,Male,57,7,?,?,1,0,17941.16,1
600,?,Female,49,6,?,1,?,?,148087.88,1
718,France,Female,49,10,0,1,1,0,184474.72,1
670,?,Female,31,2,57530.06,1,?,1,?,1
544,Germany,Male,47,5,105245.21,1,0,0,99922.08,1
?,Germany,Female,47,6,130024.87,1,?,?,45750.21,1
668,Spain,Female,?,3,?,?,1,?,190958.48,1
614,France,Male,46,4,?,1,1,0,?,1
549,Spain,?,39,7,?,?,0,?,81259.25,1
633,?,?,58,2,128137.42,?,?,0,147635.33,1
?,Germany,Female,57,6,90212,1,1,?,13911.27,1
834,?,Female,57,8,112281.6,3,?,0,140225.14,1
627,Germany,Male,24,5,102773.2,2,1,0,56793.02,1
766,?,?,27,5,126285.73,?,?,0,?,1
624,France,?,71,4,170252.05,?,1,1,73679.59,1
508,France,Male,49,?,93817.41,?,1,1,132468.76,1
572,Germany,Male,39,4,112290.22,1,?,0,49373.97,1
727,?,Male,36,?,?,1,1,1,113033.73,1
770,France,?,70,9,110738.89,?,1,0,22666.77,1
635,Spain,Male,50,7,159453.64,?,0,0,?,1
479,Germany,?,35,9,92833.89,1,?,0,99449.86,1
581,Spain,Female,44,7,189318.16,2,1,0,?,1
665,?,Female,43,2,116322.27,4,1,0,35640.12,1
?,France,Female,57,1,92053,1,1,?,164064.44,1
?,France,?,?,9,96402.96,?,0,0,52035.29,1
576,?,Female,?,6,?,?,0,1,67539.85,1
?,Germany,Male,50,6,145338.76,?,0,?,91936.1,1
